food_form,rating,weight,lifestage,cost,food_texture,size,category,fish_type,dimensions,special_diet,toy_feature,product_name,item_number,small_pet_type,brand,material,old_cost,no_reviews,supplement_form,reptile_type,bed_type,made_in,product_description,bird_type,breed_size,page,percent_rec
,5,,,$6.20,,None,Dog Toys,,,,floatable,Chuckit!,53252,,petmate,,$11.99,None,,,,,"Chuckit! Amphibious Surfboard, Medium",,,39,100
,4,,,$19.49,,None,Dog Toys,,"19
________________________x_1.5
____________________________x_7inches",,floatable,Kurgo,66823,,,,$19.99,None,,,,,Kurgo Winga Starter Kit Dog Toy,,,40,100
,4,,,$5.26,,None,Dog Toys,,,,,Chuckit!,64796,,petmate,,$9.59,None,,,,,"Chuckit! Evader Ball Dog Toy, Medium",,medium,40,100
,4.2,,,$6.10,,None,Dog Toys,,,,,Chuckit!,64794,,petmate,,$9.59,None,,,,,"Chuckit! Wheelie Ball, Medium",,medium,40,100
,4.2,,,$7.10,,None,Dog Toys,,,,noisemaking,Chuckit!,64792,,petmate,,$9.59,None,,,,,"Chuckit! Drag & Fly Ball, Medium",,medium,40,75
,4.2,,,$14.95,,None,Dog Toys,,,,floatable,Planet Dog,68261,,,,$18.66,11,,,,united_states,Planet Dog Orbee-Tuff Woof Ball Dog Toy,,"small,_medium",40,90
,3.3,,,$13.95,,None,Dog Toys,,"3.5
________________________x_3.5inches",,floatable,Planet Dog,68248,,,,None,None,,,,united_states,"Planet Dog Orbee-Tuff Mint Dog Toy, Mint, 3.5-inch",,"large,_medium",40,60
,3.6,,,$8.03,,None,Dog Toys,,,,noisemaking,Kyjen,65979,,outward_hound,,$10.99,None,,,,,Kyjen Plush Invincible Flappy Friends Dog Toy,,,40,62
,3,,,$6.50,,None,Dog Toys,,,,,Chuckit!,64765,,petmate,,$11.99,None,,,,,Chuckit! Indoor Flyer,,"small,_medium,_large",40,100
,4.8,,"all_stages,_adult",$12.82,,None,Dog Toys,,"6.8
________________________x_6.8
____________________________x_4.7inches",,noisemaking,P.L.A.Y. Pet Lifestyle and You,61843,,,recycled_materials,$13.99,11,,,,,P.L.A.Y. Pet Lifestyle and You Garden Fresh Pumpkin Plush Dog Toy,,"all_breeds,_small,_medium,_large",40,100
,3,,"all_stages,_adult",$6.55,,None,Dog Toys,,"9.1
________________________x_1
____________________________x_3.4inches",,noisemaking,P.L.A.Y. Pet Lifestyle and You,61838,,,recycled_materials,$6.99,None,,,,,P.L.A.Y. Pet Lifestyle and You Garden Fresh Peapod Plush Dog Toy,,"all_breeds,_small,_medium,_large",40,33
,4.3,,"all_stages,_adult",$9.02,,None,Dog Toys,,"4.3
________________________x_4.3
____________________________x_4.3inches",,noisemaking,P.L.A.Y. Pet Lifestyle and You,61831,,,recycled_materials,$14.28,None,,,,,P.L.A.Y. Pet Lifestyle and You Garden Fresh Apple Plush Dog Toy,,"all_breeds,_small,_medium,_large",40,100
treats,4.5,,adult,$46.40,,None,Dog Toys,,,,,Wapiti Labs,61422,,,cotton,None,None,,,,united_states,Wapiti Labs Chew 'n Tug 2-Knot Dog Chew Toy,,"all_breeds,_small,_medium,_large",40,100
treats,4.2,,adult,$46.40,,None,Dog Toys,,,,,Wapiti Labs,61420,,,cotton,None,None,,,,united_states,Wapiti Labs Chew 'n Tug Loop Dog Chew Toy,,"all_breeds,_small,_medium,_large",40,100
,4.9,,,$6.20,,None,Dog Toys,,,,,Chuckit!,64727,,petmate,recycled_materials,$8.01,12,,,,,"Chuckit! Recycled Remmy Ball, Medium (Color Varies)",,,40,100
,3.6,,adult,$9.98,,None,Dog Toys,,,,,Nylabone,59212,,advanced_oral_care,nylon,$10.50,12,,,,,"Nylabone DuraChew Double Action Revolving Ends Bacon Flavor Dog Toy, Medium",,medium,40,67
,3.6,,,$9.99,,Small,Dog Toys,,"1.45
________________________x_3.25inches",,,KONG,59151,,,,$12.52,None,,,,united_states,KONG Dental with Rope Dog Toy,,"extra_small,_small",40,75
,3.8,,,$11.95,,Mini,Dog Toys,,,,floatable,West Paw Design,58064,,,,$12.79,13,,,,united_states,"West Paw Design Zogoflex Tizzi Dog Toy, Granny Smith",,,40,83
,4,,,$20.95,,None,Dog Toys,,,,noisemaking,West Paw Design,57971,,,recycled_materials,$21.99,None,,,,united_states,West Paw Design Boogey Dog Toy,,,40,75
,5,,,$17.95,,None,Dog Toys,,,,noisemaking,West Paw Design,57967,,,recycled_materials,None,None,,,,united_states,West Paw Design Salsa Lime Dog Toy,,,40,100
,2.5,,"all_stages,_adult",$8.46,,None,Dog Toys,,"8.3
________________________x_4.5inches",,noisemaking,P.L.A.Y. Pet Lifestyle and You,56927,,,recycled_materials,$8.99,None,,,,,P.L.A.Y. Pet Lifestyle and You Eco Bone Dog Toy,,"all_breeds,_small,_medium,_large",40,25
,4.1,,,$4.57,,None,Dog Toys,,,,,Grriggles,54209,,tops_pet_products,,$8.99,24,,,,,"Grriggles Rope Bones Dog Toy, Blue, 8-inch",,,40,83
,3,,,$18.90,,None,Dog Toys,,"7
________________________x_4inches",,floatable,Tuffy's,54176,,,,$23.63,None,,,,,Tuffy's Togo Toucan Dog Toy,,"medium,_large,_giant",40,50
,3.6,,all_stages,$17.98,,None,Dog Toys,,,,floatable,Ruff Dawg,53876,,,,$24.99,None,,,,united_states,Ruff Dawg Wabbit Dog Toy,,,40,71
,4,,,$11.33,,None,Dog Toys,,"9
________________________x_9inches",,,Ruff Dawg,53811,,,,$16.20,12,,,,united_states,"Ruff Dawg Tug Toy, Super Tug",,,40,80
,4.3,7.04ounces,,$17.99,,None,Dog Toys,,"7
________________________x_3
____________________________x_3inches",,,Ruff Dawg,53809,,,,None,40,,,,united_states,Ruff Dawg Peanut Dog Toy,,,40,82
,4.2,,,$11.95,,None,Dog Toys,,,,,Planet Dog,68325,,,,$16.03,None,,,,united_states,"Planet Dog Orbee-Tuff Bulb with Treat Spot Dog Toy, Red, Small",,small,41,75
,4.4,,,$19.99,,None,Dog Toys,,"13.5
________________________x_11
____________________________x_5inches",,noisemaking,HuggleHounds,53757,,,,$22.99,14,,,,,HuggleHounds Knottie Purple Octopus Dog Toy,,"small,_medium",40,83
,3,,"all_stages,_adult",$6.29,,Small,Dog Toys,,,,"floatable,_noisemaking",Jolly Pets,53625,,,nylon,$8.40,None,,,,,Jolly Pets Tug-a-Mals Monkey Dog Toy,,small,40,50
,4.5,,,$26.95,,None,Dog Toys,,,,,Planet Dog,53617,,,recycled_materials,None,None,,,,,Planet Dog Wood Chuck with Recycle Ball,,"small,_medium,_large,_giant",40,100
,3.8,,,$7.45,,X-Small,Dog Toys,,,,,Planet Dog,53599,,,,$13.23,13,,,,united_states,"Planet Dog Orbee-Tuff Bone, Pink",,extra_small,40,69
,4,,,$24.01,,None,Dog Toys,,"5
________________________x_6
____________________________x_11inches",,"floatable,_noisemaking",Tuffy's,72208,,,,$30.01,None,,,,,Tuffy's Zoo Penguin Peabody Dog Toy,,,41,67
,3.5,,,$13.36,,None,Dog Toys,,"12
________________________x_4
____________________________x_2inches",,"floatable,_noisemaking",Tuffy's,72182,,,,$16.70,37,,,,,Tuffy's Ultimate Bone Dog Toy,,,41,66
,4.2,,,$23.52,,None,Dog Toys,,"22
________________________x_10
____________________________x_2inches",,"floatable,_noisemaking",Tuffy's,72155,,,,$29.40,None,,,,,Tuffy's Mega Tug Oval Dog Toy,,,41,89
,3.3,,,$23.52,,None,Dog Toys,,"13
________________________x_13
____________________________x_2inches",,"floatable,_noisemaking",Tuffy's,72151,,,,$29.40,None,,,,,Tuffy's Mega Ring Dog Toy,,,41,40
,4.5,,,$15.46,,None,Dog Toys,,"14
________________________x_4
____________________________x_7inches",,floatable,Tuffy's,72125,,,,$19.32,None,,,,,Tuffy's Gray Mouse Mo Dog Toy,,,41,100
,4.1,,,$5.02,,Small,Dog Toys,,"3.5
________________________x_2.5
____________________________x_5inches",,,JW Pet,71063,,petmate,,$6.25,14,,,,,JW Pet Tanzanian Mountain Treat Ball Dog Toy,,"small,_extra_small",41,71
,4.1,,,$4.81,,Small,Dog Toys,,,,,JW Pet,70982,,petmate,,$6.81,None,,,,,JW Pet Hol-ee Cuz Dog Toy,,"extra_small,_small",41,75
,3.8,,,$13.41,,Medium,Dog Toys,,,,,PetSafe,70895,,,,$16.09,None,,,,,PetSafe RealTree Twist 'n Treat Dog Toy,,medium,41,100
,3,,,$10.95,,Small,Dog Toys,,,,,Planet Dog,68328,,,,$17.99,None,,,,united_states,"Planet Dog Orbee-Tuff Bulb with Treat Spot Dog Toy, Green",,small,41,50
,4.1,,,$7.45,,X-Small,Dog Toys,,,,,Planet Dog,53595,,,,$11.51,13,,,,united_states,"Planet Dog Orbee-Tuff Bone, Blue",,extra_small,40,77
,3.4,,,$7.45,,X-Small,Dog Toys,,,,,Planet Dog,53591,,,,$14.28,None,,,,united_states,"Planet Dog Orbee-Tuff Bone, Green",,extra_small,40,62
,4.2,,senior,$11.45,,Small,Dog Toys,,,,"floatable,_noisemaking",Planet Dog,53585,,,,$17.85,None,,,,united_states,Planet Dog Orbee-Tuff Old Soul Bone,,"extra_small,_small",40,100
treats,3.5,,senior,$10.95,,Small,Dog Toys,,,,,Planet Dog,53582,,,,$14.89,None,,,,united_states,Planet Dog Orbee-Tuff Old Soul Orbee with Treat Spot,,"extra_small,_small",40,50
,4,,,$14.95,,None,Dog Toys,,,,floatable,Planet Dog,53580,,,recycled_materials,None,None,,,,united_states,"Planet Dog Orbee-Tuff Recycle Ball, Assorted",,"medium,_large",40,78
,3.6,,,$14.95,,None,Dog Toys,,,,floatable,Planet Dog,53579,,,recycled_materials,None,None,,,,united_states,Planet Dog Orbee-Tuff Recycle Bone,,"medium,_large",40,56
,4,5.28ounces,all_stages,$6.69,,Small,Dog Toys,,"18
________________________x_4.5
____________________________x_4.5inches",,"stuffing-free,_noisemaking",Pet Qwerks,116251,,,,$9.99,None,,,,,Pet Qwerks Jingle X Tire with Single Rope Dog Toy,,small,39,100
,5,7.04ounces,,$17.99,,Peanut,Dog Toys,,"9
________________________x_3
____________________________x_3inches",,"floatable,_noisemaking",Ruff Dawg,108698,,,,None,None,,,,united_states,Ruff Dawg Crunch Peanut Dog Toy,,,38,100
,3,,,$9.36,,None,Dog Toys,,"18
________________________x_8.75
____________________________x_2.5inches",,noisemaking,KONG,91283,,,,$15.99,None,,,,,"KONG Stretchezz Pig Dog Toy, Large",,large,36,40
,2.3,,,$4.90,,Medium,Dog Toys,,"6.75
________________________x_6
____________________________x_1.75inches",,noisemaking,KONG,91263,,,,$12.99,None,,,,,KONG Air Squeaker Disc Dog Toy,,medium,36,33
,3.3,,all_stages,$9.09,,Medium,Dog Toys,,,,,Starmark,90398,,,,$12.99,None,,,,,Starmark Crunching Multiball Treat Dog Toy,,"small,_medium",36,67
,3.7,,,$12.88,,None,Dog Toys,,"8
________________________x_8
____________________________x_1.25inches",,floatable,Mammoth,89515,,,,$15.79,None,,,,,Mammoth Treevers Dog Toy,,"small,_large,_all_breeds",35,67
,4,,,$6.95,,None,Dog Toys,,,,noisemaking,West Paw Design,89147,,,,$8.73,None,,,,united_states,West Paw Design Doggy Froggy Dog Toy,,,35,33
,2,,,$15.95,,None,Dog Toys,,,,,West Paw Design,89120,,,,None,None,,,,united_states,"West Paw Design Scott Mini Dog Toy, Orange",,,35,50
,4,,,$17.95,,None,Dog Toys,,,,,West Paw Design,89107,,,,None,None,,,,united_states,West Paw Design Spring Chicken Dog Toy,,,35,75
,4,11.04ounces,,$12.07,,None,Dog Toys,,"10
________________________x_2.5
____________________________x_2.5inches",,floatable,Rogz,89030,,kong,,$17.50,None,,,,,"Rogz Lighthouse Dog Toy, Large",,,35,100
,3,2.4ounces,,$4.69,,Small,Dog Toys,,"10
________________________x_2.5
____________________________x_2inches",,noisemaking,Rogz,89026,,kong,,None,None,,,,,Rogz Cowboyz Knot Dog Toy,,,35,50
,3,1.44ounces,,$4.05,,Small,Dog Toys,,"2
________________________x_2
____________________________x_2inches",,floatable,Rogz,89010,,kong,,$7.99,None,,,,,Rogz Asteroidz Ball Dog Toy,,,35,50
,3,3.68ounces,,$8.36,,None,Dog Toys,,"9.75
________________________x_9
____________________________x_2.75inches",,"floatable,_noisemaking",KONG,88025,,,,$11.99,None,,,,,KONG Holiday Ballistic Big Ears Reindeer Dog Toy,,,35,50
,3.2,,,$7.99,,2.5-inch,Dog Toys,,,,noisemaking,Nerf Dog,82307,,,,$11.66,None,,,,,Nerf Dog Checker Crunchable Ball Dog Toy,,,34,57
,3.8,,,$6.99,,None,Dog Toys,,,,"floatable,_noisemaking",Nerf Dog,82247,,,nylon,$11.78,None,,,,,"Nerf Dog Trackshot Boomerang Dog Toy, 9-inch",,,34,33
,4,,,$9.44,,None,Dog Toys,,,,"floatable,_noisemaking",Nerf Dog,82238,,,,None,None,,,,,"Nerf Dog Trackshot Bone Dog Toy, 8-inch",,,34,75
,4,,,$20.95,,None,Dog Toys,,,,noisemaking,West Paw Design,82000,,,,None,None,,,,united_states,West Paw Design Tango Dog Toy,,,34,78
,3.3,,"all_stages,_adult",$7.99,,Medium,Dog Toys,,,,"noisemaking,_stuffing-free",Jolly Pets,74515,,,nylon,$13.97,None,,,,,Jolly Pets Jolly Tug Insect Butterfly Dog Toy,,"small,_medium",33,100
,3.8,,"all_stages,_adult",$7.99,,Medium,Dog Toys,,,,"noisemaking,_stuffing-free",Jolly Pets,74507,,,nylon,$14.64,15,,,,,Jolly Pets Jolly Tug Insect Bumble Bee Dog Toy,,"small,_medium",33,73
,2.8,,,$13.27,,None,Dog Toys,,"8.13
________________________x_8.13
____________________________x_0.68inches",,,Nite Ize,73826,,,,$16.59,None,,,,,Nite Ize Nite Dawg LED Soft Disc,,,33,50
,3.6,,,$15.96,,None,Dog Toys,,"22
________________________x_7
____________________________x_2inches",,"floatable,_noisemaking",Tuffy's,72204,,,,$19.95,None,,,,,"Tuffy's Ultimate Tug-O-Gear Dog Toy, Red Paws",,,33,71
,3.5,,puppy,$9.41,,None,Dog Toys,,"8
________________________x_8
____________________________x_1inches",,floatable,Tuffy's,72133,,,,$11.76,None,,,,,Tuffy's Junior Bowmerang Dog Toy,,"extra_small,_small",33,50
,3.9,,,$17.13,,None,Dog Toys,,,,floatable,Dogzilla,92178,,,,$18.20,None,,,,,Dogzilla Ball Throw Dog Toy,,,32,71
,3,,,$28.39,,None,Dog Toys,,"14
________________________x_16.5
____________________________x_5inches",,"floatable,_noisemaking",Tuffy's,90117,,,,$35.49,None,,,,,Tuffy's Barnyard Duck Dog Toy,,"all_breeds,_extra_small,_small,_medium,_large,_giant",32,50
,4.6,3.04ounces,,$11.99,,2.5-inch,Dog Toys,,,,floatable,Ruff Dawg,84952,,,,$17.91,15,,,,united_states,Ruff Dawg Ball Dog Toy,,,32,93
,4.5,4ounces,,$9.04,,None,Dog Toys,,"12
________________________x_3
____________________________x_3inches",,"floatable,_noisemaking",Ruff Dawg,84944,,,,$12.49,None,,,,united_states,Ruff Dawg WhipperSnapper Dog Toy,,,32,100
,2.2,12ounces,,$8.97,,Medium,Dog Toys,,"12
________________________x_4.13
____________________________x_1.5inches",,,Mammoth,83273,,,,$10.99,None,,,,,Mammoth TireBiter Stick for Dogs,,medium,32,38
,3.7,9.92ounces,,$10.70,,Medium,Dog Toys,,"20
________________________x_4.13
____________________________x_3inches",,,Mammoth,83186,,,,$11.99,11,,,,,Mammoth Cloth Rope 3 Knot Tug with Ball for Dogs,,,32,80
,4.2,,adult,$10.38,,None,Dog Toys,,"4.75
________________________x_7
____________________________x_1.75inches",,,Nylabone,80672,,advanced_oral_care,"nylon,_rubber",$13.99,None,,,,,Nylabone Nylaflex Propeller Dog Chew Bone,,"medium,_large",32,100
,4.3,,,$4.49,,Small,Dog Toys,,"6.63
________________________x_3
____________________________x_0.95inches",,,Hyper Pet,80229,,,,None,17,,,,,Hyper Pet Bacon Flav-A-Bone Dog Chew Toy,,,32,94
,4,,,$9.99,,X-Large,Dog Toys,,"32
________________________x_7
____________________________x_2.5inches",,"noisemaking,_stuffing-free",Hyper Pet,80112,,,,$15.99,None,,,,,Hyper Pet Super Squeaker Beaver Critter Skinz Dog Toy,,,32,60
,3.3,,,$17.95,,Large,Dog Toys,,"3.25
________________________x_3.25
____________________________x_4.9inches",,floatable,Planet Dog,75462,,,,None,21,,,,united_states,"Planet Dog Orbee-Tuff Diamond Plate Double-Tuff Dog Toy, Steel",,large,32,67
,4,,,$9.58,,Large,Dog Toys,,"21.5
________________________x_3.2
____________________________x_3.2inches",,noisemaking,KONG,62901,,,,$11.99,None,,,,,KONG Squeezz Dumbbell with Rope Dog Toy,,large,32,100
,4,,,$7.99,,Large,Dog Toys,,,,noisemaking,KONG,62885,,,,$11.71,None,,,,,KONG AirDog Off/On Squeaker Bone Dog Toy,,large,31,70
,3.9,,"all_stages,_adult",$9.99,,Large,Dog Toys,,,,"floatable,_noisemaking",Jolly Pets,53624,,,nylon,$12.99,None,,,,,Jolly Pets Tug-a-Mals Turtle Dog Toy,,large,31,86
,3.2,,"all_stages,_adult",$9.99,,Large,Dog Toys,,,,"floatable,_noisemaking",Jolly Pets,53578,,,nylon,$14.90,None,,,,,Jolly Pets Tug-a-Mals Cow Dog Toy,,large,31,50
,4,,all_stages,$9.95,,Medium,Dog Toys,,,,,Busy Buddy,105217,,petsafe,,$14.99,None,,,,,Busy Buddy Dinosaur Dog Toy,,medium,31,67
,3.2,,,$7.64,,None,Dog Toys,,"15
________________________x_6
____________________________x_1.75inches",,noisemaking,KONG,91279,,,,$12.99,None,,,,,"KONG Stretchezz Monkey Dog Toy, Medium",,medium,31,60
,2.7,,,$15.88,,None,Dog Toys,,"11
________________________x_13
____________________________x_4inches",,"floatable,_noisemaking",Tuffy's,90148,,,,$19.85,None,,,,,Tuffy's Ocean Creatures King Crab Dog Toy,,"all_breeds,_extra_small,_small,_medium,_large,_giant",31,33
,3.7,,,$6.95,,None,Dog Toys,,,,noisemaking,West Paw Design,89150,,,,$7.99,None,,,,united_states,West Paw Design Tiny Turtle Dog Toy,,,31,67
,3.2,,,$7.23,,None,Dog Toys,,"9.5
________________________x_7
____________________________x_2inches",,floatable,Outward Hound,85846,,kyjen,,$9.99,None,,,,,Outward Hound SplashBombz Ring Dog Toy,,,31,50
,2.3,1.5pounds,,$10.80,,None,Dog Toys,,"13.5
________________________x_4.13
____________________________x_5inches",,,Mammoth,83270,,,,$18.99,None,,,,,MammothTireBiter Ball with Rope for Dogs,,"extra_small,_small",31,67
,3,,all_stages,$4.20,,None,Dog Toys,,"2.4
________________________x_2.4
____________________________x_2.4inches",,,Ethical Pet,90237,,spot,,$5.99,None,,,,,"Ethical Pet Super Safe Ball Dog Toy, 2.5-inch",,"extra_small,_small,_medium",30,33
,4.8,,all_stages,$13.99,,None,Dog Toys,,,,,Chuckit!,90055,,petmate,,$19.99,None,,,,,"Chuckit! Max Glow Pro Launcher, 18M",,all_breeds,30,100
,5,2.9ounces,,$10.42,,None,Dog Toys,,"14.3
________________________x_5
____________________________x_2.3inches",,noisemaking,KONG,84419,,,,$15.00,None,,,,,"KONG Pillow Critters Tiger Dog Toy, Medium",,all_breeds,30,100
,3.7,,,$4.99,,None,Dog Toys,,,,"floatable,_noisemaking",Nerf Dog,82219,,,,$6.79,None,,,,,"Nerf Dog Trackshot Football Dog Toy, 5-inch",,,30,75
,3.9,,,$12.99,,None,Dog Toys,,,,noisemaking,Multipet,78697,,,,$26.99,None,,,,,Multipet Prehistoric Animals Dog Toy,,,30,71
,4.2,,,$35.38,,None,Dog Toys,,"20
________________________x_8inches",,"floatable,_noisemaking",Tuffy's,54123,,,,$44.23,16,,,,,Tuffy's Arnie the Armadillo Dog Toy,,,30,80
,3.3,,,$14.95,,Small,Dog Toys,,,,floatable,West Paw Design,82015,,,,None,None,,,,united_states,"West Paw Design Zogoflex Toppl Dog Toy, Tangerine",,,29,67
,4.3,,,$9.43,,None,Dog Toys,,"6.5
________________________x_6.5
____________________________x_2.25inches",,"floatable,_noisemaking",KONG,77547,,,,$14.84,None,,,,,"KONG Ballistic Cookie Dog Toy, Medium",,,29,67
,3.6,,adult,$8.18,,None,Dog Toys,,"14.25
________________________x_5.5
____________________________x_0.95inches",,floatable,Nylabone,80685,,advanced_oral_care,nylon,$17.99,None,,,,,Nylabone Go! Active TUG Dog Toy,,"medium,_large",29,60
,3,,,$11.86,,Large,Dog Toys,,"16.5
________________________x_2
____________________________x_6inches",,noisemaking,KONG,62903,,,,$19.22,13,,,,,KONG Squeezz Ring with Handle Dog Toy,,large,29,62
treats,3.3,,adult,$9.53,,None,Dog Toys,,,,,Nylabone,58333,,advanced_oral_care,nylon,$11.99,28,,,,,"Nylabone Romp 'n Chomp Treat Hold'ems Dog Chew Toy, Small",,small,29,52
,3.8,,,$10.39,,Medium/Large,Dog Toys,,,,noisemaking,KONG,58063,,,,$15.99,16,,,,,KONG Wild Knots Flamingo Dog Toy,,"medium,_large",29,69
,4.6,,,$20.95,,None,Dog Toys,,,,noisemaking,West Paw Design,57970,,,recycled_materials,None,None,,,,united_states,West Paw Design Salsa Turquoise Dog Toy,,,29,80
,3.7,,,$6.99,,None,Dog Toys,,"3
________________________x_3inches",,floatable,Ruff Dawg,53813,,,,$11.99,11,,,,united_states,"Ruff Dawg The Rock Dog Toy, 3 x 3-in",,,29,88
,4.7,,,$6.74,,Medium,Dog Toys,,,,floatable,Chuckit!,53246,,petmate,,$9.99,13,,,,,Chuckit! Amphibious Duck Diver,,,29,100
,3,,puppy,$5.99,,None,Dog Toys,,"6.88
________________________x_3.63
____________________________x_1.25inches",,,Nylabone,110483,,advanced_oral_care,nylon,None,None,,,,united_states,"Nylabone Puppy Beef Bone Alternative Dog Chew Toy, Petite",,small,29,50
,4,,adult,$8.94,,None,Dog Toys,,"7.5
________________________x_4.5
____________________________x_2.75inches",,,Nylabone,110336,,advanced_oral_care,,$12.99,None,,,,,"Nylabone DuraChew Buffalo Horn Alternative Bison Flavored Dog Toy, Wolf",,medium,29,100
,4,9.92ounces,"adult,_all_stages",$9.49,,None,Dog Toys,,"3.8
________________________x_3.8
____________________________x_3.8inches",,noisemaking,Nerf Dog,106652,,,rubber,$13.49,None,,,,,"Nerf Dog Bash Crunch Ball Dog Toy, Large",,all_breeds,29,100
,4,1.28ounces,,$4.99,,3-inch,Dog Toys,,"5
________________________x_4
____________________________x_2inches",,,Ethical Pet,85026,,spot,,$10.01,None,,,,,Ethical Pet Hoots Owl Plush Dog Toy,,,28,83
,5,,,$5.99,,None,Dog Toys,,"9.5
________________________x_4.5
____________________________x_0.63inches",,,Hyper Pet,80066,,,,$9.99,None,,,,,Hyper Pet Pouch Band Replacement for Dog Toy,,,28,100
,3.8,,,$6.81,,None,Dog Toys,,"8.5
________________________x_3inches",,,Multipet,78757,,,,$9.63,None,,,,,Multipet Nuts for Knots Rope & Rubber Ball Dog Toy,,,28,50
,5,,,$9.37,,None,Dog Toys,,,,noisemaking,Multipet,78638,,,,$10.22,None,,,,,Multipet Balloon Animals Assorted Dog Toys,,,28,100
,3.8,,,$18.95,,9.5 inch,Dog Toys,,"9.5
________________________x_9.5
____________________________x_0.8inches",,floatable,Planet Dog,68258,,,,$22.10,16,,,,united_states,Planet Dog Orbee-Tuff ZOOM Flyer Dog Toy,,"giant,_large,_medium",28,79
,3.8,,"adult,_all_stages",$5.99,,None,Dog Toys,,,,,Our Pet's,60935,,our_pet's,,$8.99,28,,,,,"Our Pet's Atomic Treat Ball Dog Toy, Small",,small,28,71
,4.2,,,$9.99,,Medium/Large,Dog Toys,,,,noisemaking,KONG,58051,,,,$15.89,16,,,,,KONG Wild Knots Cardinal Dog Toy,,"medium,_large",28,88
,4.7,,"all_stages,_adult",$14.29,,8-inch,Dog Toys,,,,floatable,Jolly Pets,53667,,,rubber,$16.99,27,,,,united_states,"Jolly Pets Bounce-n-Play Dog Toy, Pink",,large,28,88
,5,,,$17.64,,None,Dog Toys,,,,"noisemaking,_floatable",Tuffy's,94088,,,,$22.05,None,,,,,"Tuffy's Zoo Tiger Dog Toy, Jr",,"extra_small,_small,_medium",28,100
,3.3,1.75pounds,,$9.51,,Large,Dog Toys,,"11.5
________________________x_7.5
____________________________x_3inches",,,Mammoth,83276,,,,$21.61,None,,,,,Mammoth TireBiter Racing Slicks for Dogs,,large,28,57
,4.6,5.28ounces,,$4.27,,None,Dog Toys,,"12
________________________x_4.13
____________________________x_2inches",,,Mammoth,83179,,,,$6.17,None,,,,,"Mammoth Bone with Cloth Rope for Dogs, Small",,small,28,80
,3.9,,"all_stages,_adult",$6.99,,4-inch,Dog Toys,,"5.25
________________________x_4
____________________________x_7.76inches",,floatable,Jolly Pets,80413,,,rubber,$10.53,15,,,,united_states,"Jolly Pets Tug-n-Toss Mini Dog Toy, Blue",,"extra_small,_small",28,77
,4.1,,,$18.87,,Jumbo,Dog Toys,,"20
________________________x_6
____________________________x_6inches",,,Mammoth,80750,,,,$22.89,None,,,,,Mammoth Monkey Fist Ball & Rope Ends Dog Toy,,giant,27,83
,4,,adult,$6.04,,None,Dog Toys,,"8
________________________x_6.5
____________________________x_1.15inches",,floatable,Nylabone,80680,,advanced_oral_care,nylon,$12.37,None,,,,,Nylabone Go! Active 3 Point Tug Dog Toy,,"medium,_large",27,71
,4.6,,,$6.85,,10-in,Dog Toys,,"10
________________________x_4
____________________________x_3inches",,noisemaking,Multipet,78713,,,,$12.79,None,,,,,Multipet Garfield Dog Toy,,,27,90
,4.2,,,$9.02,,None,Dog Toys,,,,"noisemaking,_stuffing-free",Ethical Pet,71468,,spot,,$10.46,11,,,,,Ethical Pet Skinneeez Exotic Series Pink Flamingo Stuffingless Dog Toy,,"small,_medium,_large",27,80
,2.9,,all_stages,$5.44,,None,Dog Toys,,"7.75
________________________x_7.25
____________________________x_0.25inches",,,Ethical Pet,90214,,spot,,$8.02,None,,,,,"Ethical Pet Dura-Fused Leather Raccoon Dog Toy, Small",,"extra_small,_small,_medium",27,56
,4.4,,,$3.71,,16-inch,Dog Toys,,,,,Grriggles,54322,,tops_pet_products,,$14.99,13,,,,,"Grriggles Rope Bones Dog Toy, Red",,,23,92
,5,,puppy,$9.89,,None,Dog Toys,,,,,Nylabone,110391,,advanced_oral_care,nylon,$11.99,None,,,,united_states,"Nylabone Flavor Frenzy Confetti Cake Flavored Puppy Bone Dog Toy, Regular",,medium,23,100
,4.7,,"adult,_all_stages",$75.56,,case of 6,Dog Toys,,,"gluten_free,_grain-free,_organic",,Barkworthies,107163,,,,None,None,,,,,Barkworthies Large Root Dog Chew Toy,,large,23,100
,3.6,,"adult,_all_stages",$5.67,,None,Dog Toys,,"4.5
________________________x_3.5
____________________________x_3.5inches",,noisemaking,GoDog,102566,,,polyester,$5.99,None,,,,,"GoDog Just for Me Chew Guard T-Rex Dog Toy, Lime",,"medium,_large",23,75
,4.2,,,$4.56,,Large,Dog Toys,,,,,Dogzilla,92168,,,,$9.99,None,,,,,Dogzilla Soft Chew Bone Dog Toy,,large,23,80
,4,,all_stages,$4.90,,None,Dog Toys,,"5.5
________________________x_2.5
____________________________x_1.25inches",,noisemaking,Ethical Pet,90251,,spot,,$6.64,12,,,,,"Ethical Pet Crunchables Bone Dog Toy, 5.5-inch (Colors Vary)",,"all_breeds,_extra_small,_small,_medium,_large,_giant",23,75
,4.1,,,$8.87,,None,Dog Toys,,"33
________________________x_11
____________________________x_4inches",,noisemaking,Outward Hound,85923,,kyjen,,$16.99,None,,,,,"Outward Hound Plush Squeaker Matz Cow Dog Toy, Cow",,,23,75
