food_form,rating,weight,lifestage,cost,food_texture,size,category,fish_type,dimensions,special_diet,toy_feature,product_name,item_number,litter_and_bedding_type,small_pet_type,brand,material,no_reviews,litter_box_type,old_cost,supplement_form,reptile_type,bowl_feature,bed_type,made_in,product_description,leash_and_collar_feature,bird_type,breed_size,page,percent_rec
sticks,4,,,$14.44,,2.25-lb jar,Fish Supplies,"goldfish,_koi_and_pond_fish",,high-protein,,Tetra,98380,,,,,None,,$18.74,,,,,,Tetra Pond Variety Blend Color & Vitality Enhancing Koi & Goldfish Fish Food,,,,2,67
feed,5,,all_stages,$34.99,,None,Horse,,,,,Buckeye Nutrition,109466,,,,,None,,None,pellets,,,,,"Buckeye Nutrition Ultimate Finish 25 Horse Supplement, 40-lb bag",,,,1,100
treats,5,,all_stages,$8.99,,4-lb bag,Horse,,,,,Buckeye Nutrition,109458,,,,,None,,$22.01,,,,,,Buckeye Nutrition All Natural Peppermint Bits Horse Treats,,,,1,100
treats,3,,all_stages,$8.99,,None,Horse,,,,,Buckeye Nutrition,109460,,,,,None,,$19.17,,,,,,"Buckeye Nutrition All Natural Apple Snaps Horse Treats, 4-lb bag",,,,1,100
treats,5,4.4pounds,,$7.79,,4.4-lb,Horse,,"5.5
________________________x_5.5
____________________________x_5.5inches",,,Horsemen's Pride,106291,,,,,None,,$17.75,,,,,united_states,Horsemen's Pride Salt on a Rope Horse Treat,,,,1,100
,5,,,$6.81,,None,Reptile Supplies,,,,,Tetrafauna,98072,,,tetra,,None,,$11.96,,aquatic_turtle,,,,"Tetrafauna Repto Guard Turtle Health Water Conditioner, 3 count",,,,1,100
pellets,4.2,,"adult,_all_stages",$9.09,,None,Reptile Supplies,,,,,Mazuri,97200,,,,,None,,$9.74,,tortoise,,,,"Mazuri Tortoise LS Food, 12-oz bag",,,,1,100
,5,,,$12.12,,100-watt,Reptile Supplies,,,,,Fluker's,101634,,,,,None,,$26.91,,"aquatic_turtle,_insect,_lizard,_snake",,,,Fluker's Ceramic Reptile Heat Emitter,,,,1,100
,4.8,,,$9.69,,None,Reptile Supplies,,,,,Zoo Med,99028,,,,,None,,$11.96,,,,,,"Zoo Med ReptiSun 10.0 UVB Compact Fluorescent Mini Reptile Lamp, 13-Watt",,,,1,100
,4,,,$6.99,,75-w bulb,Reptile Supplies,,,,,Exo Terra,96356,,,,,None,,$11.00,,,,,,Exo Terra Infrared Basking Reptile Spot Lamp,,,,1,80
specialty,4.7,,"adult,_all_stages",$9.58,,12-oz jar,Reptile Supplies,,,high-protein,,Zoo Med,96804,,,,,None,,$11.70,,aquatic_turtle,,,,Zoo Med Gourmet Aquatic Turtle Food,,,,1,100
,4.9,,,$14.87,,24-qt bag,Reptile Supplies,,,,,Zoo Med,96208,cypress,,,,None,,$16.99,,"lizard,_frog_and_newt,_hermit_crab,_snake,_insect,_tortoise",,,united_states,Zoo Med Forest Floor Natural Cypress Mulch Reptile Bedding,,,,1,100
,5,,,$13.59,,24-qt bag,Reptile Supplies,,,,,Zoo Med,96201,coconut_fiber,,,,None,,$19.48,,"lizard,_frog_and_newt,_hermit_crab,_snake,_insect,_tortoise",,,,Zoo Med Eco Earth Loose Coconut Fiber Reptile Substrate,,,,1,100
,4.6,,,$5.49,,75-w bulb,Reptile Supplies,,,,,Exo Terra,96338,,,,,None,,None,,,,,,Exo Terra Daylight Basking Reptile Spot Lamp,,,,1,100
,4.8,,,$13.59,,24-qt bag,Reptile Supplies,,,,,Zoo Med,96217,douglas_fir,,,,None,,$17.49,,"lizard,_snake,_frog_and_newt",,,,Zoo Med Premium Repti Bark Natural Fir Reptile Bedding,,,,1,100
,2.8,,,$4.19,,None,Reptile Supplies,,"6.9
________________________x_4.2
____________________________x_1.5inches",,,Exo Terra,103916,,,,,None,,$4.49,,aquatic_turtle,,,,Exo Terra Clarity & Odor Control Moss Ball for Turtles,,,,1,40
wet_food,5,,"adult,_all_stages",$2.39,,None,Reptile Supplies,,,,,Zoo Med,98214,,,,,None,,$4.99,,tortoise,,,,"Zoo Med Canned Box Turtle Food, 6-oz can",,,,1,100
,3.7,,,$3.19,,75-W bulb,Reptile Supplies,,,,,Exo Terra,96389,,,,,None,,$3.99,,,,,,Exo Terra Night Heat Bulb Reptile Lamp,,,,1,67
,5,,,$6.59,,8-oz bottle,Reptile Supplies,,,,,API,94309,,,,,None,,$7.79,liquid,aquatic_turtle,,,,API Turtle Sludge Destroyer Aquarium Water Conditioner,,,,1,100
,5,,,$9.99,,None,Reptile Supplies,,,,,Kaytee,101453,,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog",,,None,,$14.99,,,,,united_states,"Kaytee Clean Cage Small Animal Habitat Deodorizer Spray, 32-oz bottle",,,,1,100
"freeze-dried,_treats",4.8,,"adult,_all_stages",$6.99,,None,Reptile Supplies,,,,,Fluker's,98513,,,,,None,,$11.28,,lizard,,,,"Fluker's 5 Star Medley Freeze-Dried Bearded Dragon Treats, 1.8-oz jar",,,,1,100
,5,,,$4.99,,None,Reptile Supplies,,,,,Zoo Med,96837,,,,,None,,$8.06,,,,,,"Zoo Med Reptisafe Reptile Water Conditioner, 8.75-oz bottle",,,,1,100
"treats,_pellets",4.8,,"adult,_all_stages",$3.49,,None,Reptile Supplies,,,,,Zilla,97686,,,,,None,,$7.38,,aquatic_turtle,,,,"Zilla Turtle Chasers Floating Shrimp Turtle Treats, 2-oz bag",,,,1,100
pellets,4.9,,"adult,_all_stages",$11.89,,45-oz jar,Reptile Supplies,,,,,Zoo Med,96821,,,,,None,,$12.99,,aquatic_turtle,,,united_states,Zoo Med Natural Aquatic Maintenance Formula Turtle Food,,,,1,100
,4.8,,,$1.86,,None,Reptile Supplies,,,,,Hartz,95079,,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog,_sugar_glider",,,None,,$8.98,,,,,,"Hartz No Odor Small Animals Cage Wipes, 30-count",,,,1,100
,4.8,,"adult,_all_stages",$3.54,,None,Reptile Supplies,,,,,Zoo Med,96831,,,,,None,,$3.99,powdered,"lizard,_snake,_tortoise,_aquatic_turtle",,,,"Zoo Med Repti Calcium with D3 Reptile Supplement, 3-oz jar",,,,1,100
dehydrated,4.9,,"adult,_all_stages",$5.59,,None,Reptile Supplies,,,,,Zilla,97684,,,,,None,,$6.99,,"hermit_crab,_tortoise,_lizard",,,canada,"Zilla Reptile Munchies Fruit Mix Reptile Food, 2.5-oz bag",,,,1,100
,4.3,,"adult,_all_stages",$2.49,,None,Reptile Supplies,,,,,Zoo Med,96841,,,,,None,,$6.38,tablet/capsule,"aquatic_turtle,_tortoise",,,,"Zoo Med Turtle Bone Supplement, 2 count",,,,1,100
,5,,,$5.99,,"Medium, 90 GPH",Reptile Supplies,,"6.5
________________________x_3.5
____________________________x_3.5inches",,,Tetrafauna,105672,,,tetra,,None,,$8.99,,"aquatic_turtle,_frog_and_newt",,,,"Tetrafauna ReptoFilter Cartridges Replacements, 3 Count",,,,1,100
"specialty,_treats",4.6,,"adult,_all_stages",$5.59,,5-oz jar,Reptile Supplies,,,high-protein,,Zoo Med,96828,,,,,None,,$11.99,,aquatic_turtle,,,,Zoo Med Large Sun-Dried Red Shrimp Turtle Treats,,,,1,89
sticks,4.9,,"adult,_all_stages",$7.19,,10.59-oz jar,Reptile Supplies,,,,,Tetra,98056,,,,,24,,$8.99,,"frog_and_newt,_aquatic_turtle",,,,Tetra ReptoMin Floating Sticks Turtle & Amphibian Food,,,,1,100
,5,,,$4.24,,None,Reptile Supplies,,,,,Zoo Med,96194,coconut_fiber,,,,16,,$10.99,,"tortoise,_insect,_snake,_hermit_crab,_frog_and_newt,_lizard",,,,"Zoo Med Eco Earth Compressed Coconut Fiber Expandable Reptile Substrate, 3 count",,,,1,100
,4.5,,adult,$5.99,,None,Small Pet Supplies,,"5
________________________x_9
____________________________x_13inches",,,Peter's,101264,,"ferret,_rabbit,_guinea_pig,_chinchilla",marshall,grass_/_hay,19,,$8.91,,,,,,"Peter's Woven Grass Small Animal Bed, 10-inch",,,,1,94
hay,4.5,,"adult,_all_stages",$4.39,,None,Small Pet Supplies,,,low-protein,,Oxbow,96058,,"rabbit,_guinea_pig,_chinchilla,_degu",,,15,,$6.99,,,,,united_states,"Oxbow Oat Hay Small Animal Food, 15-oz bag",,,,1,87
pellets,4.9,,"adult,_all_stages",$6.59,,5-lb bag,Small Pet Supplies,,,,,Kaytee,95531,,guinea_pig,,,None,,$8.83,,,,,,Kaytee Forti-Diet Pro Health Guinea Pig Food,,,,1,100
treats,5,,all_stages,$1.84,,None,Small Pet Supplies,,,,,Vitakraft,96253,,rabbit,sunseed,,None,,$3.39,,,,,united_states,"Vitakraft Slims with Carrot Rabbit Treats, 1.76-oz bag",,,,1,100
treats,4.7,,"adult,_all_stages",$2.79,,None,Small Pet Supplies,,,,,Kaytee,95188,,"rabbit,_guinea_pig,_hamster,_mouse,_rat,_gerbil",,,13,,$3.99,,,,,,"Kaytee Fiesta Healthy Toppings Papaya Small Animal Treats, 2.5-oz bag",,,,1,92
pellets,5,,"adult,_all_stages",$10.62,,3-lb bag,Small Pet Supplies,,,,,Oxbow,96010,,"mouse,_rat",,,29,,$11.09,,,,,united_states,Oxbow Essentials Regal Rat Adult Rat Food,,,,1,100
hay,4.5,,"adult,_all_stages",$4.79,,None,Small Pet Supplies,,,,,Oxbow,95982,,"rabbit,_guinea_pig,_chinchilla,_degu",,,18,,$5.09,,,,,united_states,"Oxbow Botanical Hay Small Animal Food, 15-oz bag",,,,1,89
hay,3.4,,"adult,_all_stages",$12.59,,90-oz bag,Small Pet Supplies,,,,,CareFresh,94729,,"rabbit,_guinea_pig,_chinchilla,_degu",,,21,,$17.99,,,,,united_states,CareFresh Timothy Hay Small Animal Food,,,,1,60
pellets,5,,"adult,_all_stages",$9.69,,10-lb bag,Small Pet Supplies,,,,,Kaytee,95584,,rabbit,,,None,,$12.61,,,,,,Kaytee Supreme Fortified Daily Diet Rabbit Food,,,,1,100
hay,4.6,,"adult,_all_stages",$9.77,,40-oz bag,Small Pet Supplies,,,low-protein,,Oxbow,96064,,"rabbit,_guinea_pig,_chinchilla,_degu",,,26,,$12.99,,,,,united_states,Oxbow Orchard Grass Hay Small Animal Food,,,,1,92
treats,4.9,,"adult,_all_stages",$1.75,,Large,Small Pet Supplies,,,,,Ware,96131,,"rabbit,_guinea_pig,_chinchilla,_rat",,,12,,$5.46,,,,,,Ware Rice Pops Small Animal Treats,,,,1,100
dry_food,5,,"adult,_all_stages",$27.19,,None,Small Pet Supplies,,,,,Wysong,103872,,ferret,,,12,,$27.49,,,,,united_states,"Wysong Epigen 90 Digestive Support Dry Ferret Food, 5-lb bag",,,,1,100
,4.5,,,$10.50,,49.2-L,Small Pet Supplies,,"16
________________________x_12
____________________________x_5.5inches",,,Kaytee,95470,paper,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog,_sugar_glider",,,31,,$18.99,,,,,,Kaytee Clean & Cozy Small Animal Bedding,,,,1,90
pellets,4.6,,"adult,_all_stages",$7.19,,4.5-lb bag,Small Pet Supplies,,,,,Kaytee,95489,,guinea_pig,,,None,,$12.48,,,,,,Kaytee Fiesta Gourmet Variety Diet Guinea Pig Food,,,,1,88
,4.9,,,$15.99,,60-L,Small Pet Supplies,,,,,CareFresh,94706,paper,"guinea_pig,_rabbit",,,None,,$28.03,,,,,united_states,"CareFresh Custom Guinea Pig & Rabbit Paper Bedding, White",,,,1,100
,4.6,,,$9.99,,None,Small Pet Supplies,,,,,CareFresh,94723,wood,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog,_sugar_glider",,,18,,$10.50,,,,,united_states,"CareFresh Shavings Plus Small Animal Bedding, 69.4-L",,,,1,89
pellets,5,,"adult,_all_stages",$31.02,,25-lb bag,Small Pet Supplies,,,,,Oxbow,95994,,guinea_pig,,,29,,$45.69,,,,,united_states,Oxbow Essentials Cavy Cuisine Adult Guinea Pig Food,,,,1,100
,5,,,$13.59,,55.7-L,Small Pet Supplies,,,,,Kaytee,95427,paper,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog,_sugar_glider",,,12,,$16.99,,,,,,"Kaytee Clean & Cozy Scented Small Animal Bedding, Lavender",,,,1,100
treats,4.4,,"adult,_all_stages",$2.79,,None,Small Pet Supplies,,,,,Kaytee,95336,,"rabbit,_guinea_pig,_chinchilla,_degu",,,14,,$4.79,,,,,,"Kaytee Natural Timothy Cubes Small Animal Treats, 1-lb bag",,,,2,92
treats,4.5,,"adult,_all_stages",$2.65,,None,Small Pet Supplies,,,,,Kaytee,95338,,"rabbit,_guinea_pig,_chinchilla",,,14,,$2.99,,,,,,"Kaytee Baked Apple Timothy Biscuit Small Animal Treats, 4-oz bag",,,,1,86
treats,4.7,,"adult,_all_stages",$3.19,,None,Small Pet Supplies,,,,,Oxbow,96096,,"rabbit,_guinea_pig,_hamster",,,None,,$6.72,,,,,united_states,"Oxbow Simple Rewards Oven Baked with Apple & Banana Small Animal Treats, 2-oz bag",,,,1,100
pellets,5,,"adult,_all_stages",$17.59,,7-lb bag,Small Pet Supplies,,,,,Marshall,95144,,ferret,,,21,,$23.99,,,,,united_states,Marshall Premium Ferret Food,,,,1,100
pellets,3.8,,"adult,_all_stages",$4.79,,None,Small Pet Supplies,,,,,Kaytee,95483,,chinchilla,,,None,,$22.39,,,,,,"Kaytee Fiesta Gourmet Variety Diet Chinchilla Food, 2.5-lb bag",,,,2,67
,4.7,,,$12.99,,Jumbo,Small Pet Supplies,,"16
________________________x_11.5
____________________________x_8inches",,,Ware,101112,,"rabbit,_guinea_pig,_chinchilla,_ferret",,plastic,20,pan,$18.86,,,,,,Ware Scatterless Lock-N-Litter Small Animal Litter Pan,,,,2,95
,5,,"adult,_all_stages",$6.79,,None,Small Pet Supplies,,"9.5
________________________x_9
____________________________x_6.5inches",,,eCOTRITION,110253,,"rabbit,_guinea_pig",,,None,,$14.99,,,,,,"eCOTRITION Snak Shak Guinea Pig & Rabbit Activity Log, Large",,,,2,100
dry_food,5,,"adult,_all_stages",$27.19,,None,Small Pet Supplies,,,,,Wysong,103870,,ferret,,,None,,$27.49,,,,,united_states,"Wysong Epigen 90 Starch Free Dry Ferret Food, 5-lb bag",,,,2,100
,4.9,,,$18.55,,50-L,Small Pet Supplies,,,,,CareFresh,94682,paper,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog,_sugar_glider",,,None,,$25.99,,,,,united_states,"CareFresh Complete Small Animal Paper Bedding, Confetti",,,,2,100
treats,4.6,,"adult,_all_stages",$3.19,,None,Small Pet Supplies,,,,,Oxbow,96111,,"rabbit,_guinea_pig,_hamster",,,None,,$8.28,,,,,united_states,"Oxbow Simple Rewards Oven Baked with Cranberry Small Animal Treats, 2-oz bag",,,,2,100
pellets,4.7,,"adult,_all_stages",$3.29,,2-lb bag,Small Pet Supplies,,,,,Brown's,97058,,"gerbil,_hamster",tropical_carnival,,None,,$6.12,,,,,united_states,Brown's Tropical Carnival Hamster & Gerbil Food,,,,2,100
pellets,5,,"adult,_all_stages",$10.19,,None,Small Pet Supplies,,,organic,,Oxbow,95980,,rabbit,,,None,,$11.99,,,,,united_states,"Oxbow Bene Terra Organic Rabbit Food, 3-lb bag",,,,2,100
,5,,,$14.99,,113-L,Small Pet Supplies,,,,,Kaytee,95379,"aspen,_wood","rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog,_sugar_glider",,,None,,$27.03,,,,,,Kaytee Aspen Small Animal Bedding,,,,2,100
,4.6,,,$4.99,,Regular,Small Pet Supplies,,"12.5
________________________x_8.25
____________________________x_6inches",,,Ware,101108,,"rabbit,_guinea_pig,_chinchilla,_ferret",,plastic,None,pan,None,,,,,,Ware Lock-N-Litter Small Animal Litter Pan,,,,2,100
hay,4.2,,"adult,_all_stages",$8.60,,None,Small Pet Supplies,,,,,Brown's,97145,,"rabbit,_guinea_pig,_chinchilla,_degu",tropical_carnival,,None,,$12.99,,,,,united_states,"Brown's Tropical Carnival Natural Timothy Hay Craveables! Small Animal Food, 24-oz bag",,,,2,100
hay,4.9,,all_stages,$8.99,,56-oz bag,Small Pet Supplies,,,,,Vitakraft,96287,,"rabbit,_guinea_pig,_chinchilla,_degu",sunseed,,12,,$13.52,,,,,united_states,Vitakraft Timothy Sweet Grass Hay Small Animal Food,,,,2,100
treats,5,,all_stages,$3.19,,None,Small Pet Supplies,,,,,Vitakraft,96278,,rabbit,sunseed,,None,,$4.24,,,,,united_states,"Vitakraft Drops with Wildberry Rabbit Treats, 5.3-oz bag",,,,2,100
treats,4.4,,"adult,_all_stages",$3.59,,None,Small Pet Supplies,,,,,Oxbow,96134,,"rabbit,_guinea_pig,_chinchilla",,,None,,$5.09,,,,,united_states,Oxbow Timothy Club Carrot Small Animal Treat,,,,2,80
treats,5,,all_stages,$3.89,,None,Small Pet Supplies,,,,,Vitakraft,96262,,guinea_pig,sunseed,,None,,$4.99,,,,,united_states,"Vitakraft Triple Baked Crunch Sticks with Fruit & Honey Guinea Pig Treats, 2-pack",,,,2,100
,4.3,,,$15.19,,55.7-L,Small Pet Supplies,,,,,Kaytee,95406,paper,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog,_sugar_glider",,,None,,$19.99,,,,,,Kaytee Clean & Cozy Birthday Cake Small Animal Bedding,,,,2,83
treats,5,,"adult,_all_stages",$2.56,,None,Small Pet Supplies,,,,,Brown's,97048,,"rabbit,_guinea_pig,_hamster",tropical_carnival,,None,,$5.43,,,,,united_states,"Brown's Tropical Carnival Farm Fresh Fixins Small Animal Treats, 10-oz bag",,,,2,100
hay,4.4,,"adult,_all_stages",$9.09,,60-oz bag,Small Pet Supplies,,,,,Kaytee,95623,,"rabbit,_guinea_pig,_chinchilla,_degu",,,11,,$11.04,,,,,,Kaytee Timothy Hay Wafer-Cut Small Animal Food,,,,2,73
treats,4.6,,"adult,_all_stages",$4.39,,None,Small Pet Supplies,,,organic,,Oxbow,95974,,"rabbit,_guinea_pig,_chinchilla",,,11,,$7.21,,,,,united_states,"Oxbow Bene Terra Organic Barley Biscuits Small Animal Treats, 2.65-oz bag",,,,2,91
pellets,4.9,,,$7.47,,None,Small Pet Supplies,,,,,Hartz,95055,,guinea_pig,,,None,,$8.99,,,,,,"Hartz Small Animal Diet Guinea Pig Food, 10-lb bag",,,,2,100
pellets,4.5,,"adult,_all_stages",$3.29,,None,Small Pet Supplies,,,,,Brown's,97088,,"rat,_mouse",tropical_carnival,,11,,$5.88,,,,,united_states,"Brown's Tropical Carnival Mouse & Rat Food, 2-lb bag",,,,2,91
pellets,4.6,,"adult,_all_stages",$14.19,,6.5-lb bag,Small Pet Supplies,,,,,Kaytee,95498,,rabbit,,,None,,$16.99,,,,,,Kaytee Fiesta Gourmet Variety Diet Rabbit Food,,,,2,100
hay,3.3,,"adult,_all_stages",$4.79,,None,Small Pet Supplies,,,organic,,Oxbow,95978,,"rabbit,_guinea_pig,_chinchilla,_degu",,,None,,$6.49,,,,,united_states,"Oxbow Bene Terra Organic Meadow Hay Small Animal Food, 15-oz bag",,,,3,57
hay,4.5,,"adult,_all_stages",$4.39,,15-oz bag,Small Pet Supplies,,,,,Oxbow,95968,,"rabbit,_guinea_pig,_chinchilla,_degu",,,None,,$8.99,,,,,united_states,Oxbow Alfalfa Hay Small Animal Food,,,,2,90
treats,4.8,,"adult,_all_stages",$1.99,,None,Small Pet Supplies,,,,,Peter's,95135,,"sugar_glider,_gerbil,_hamster,_chinchilla,_rat,_mouse,_guinea_pig,_rabbit",marshall,,None,,$5.24,,,,,united_states,"Peter's Apple Slices Small Animal Nature Treats, 1-oz bag",,,,2,100
hay,4.6,,"adult,_all_stages",$9.99,,None,Small Pet Supplies,,,,,Oxbow,96013,,"rabbit,_guinea_pig,_chinchilla,_degu",,,13,,$15.10,,,,,united_states,"Oxbow Harvest Stacks Compressed Hay Western Timothy Small Animal Food, 35-oz",,,,2,92
,4.8,,,$14.99,,50-L,Small Pet Supplies,,,,,CareFresh,94675,paper,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog,_sugar_glider",,,None,,$25.80,,,,,united_states,"CareFresh Complete Small Animal Paper Bedding, Blue",,,,2,100
pellets,5,25.0pounds,"adult,_all_stages",$32.29,,25-lb bag,Small Pet Supplies,,,"organic,_high-protein",,Oxbow,96002,,chinchilla,,,15,,$47.49,,,,,united_states,Oxbow Essentials Chinchilla Deluxe Chinchilla Food,,,,3,100
treats,5,,"adult,_all_stages",$2.79,,None,Small Pet Supplies,,"7.5
________________________x_4.75
____________________________x_2inches",,,eCOTRITION,110273,,"hamster,_gerbil,_mouse,_rat",,,None,,$2.99,,,,,,"eCOTRITION Yogies Fruit Flavor Hamsters, Gerbils, Rats & Mice Treat, 3.5-oz bag",,,,3,100
,3.5,,,$5.59,,Small,Small Pet Supplies,,"7.5
________________________x_4.2
____________________________x_1inches",,,Living World,101594,,"rabbit,_guinea_pig,_chinchilla,_ferret",,polyester,12,,$9.99,,,,,,Living World Small Animal Harness & Lead,,,,3,58
,4.2,,,$3.59,,Medium,Small Pet Supplies,,,,,Oxbow,96141,,"chinchilla,_rabbit,_guinea_pig",,grass_/_hay,None,,$5.94,,,,,,Oxbow Timothy Club Small Animal Mat,,,,3,80
hay,4.9,,"adult,_all_stages",$9.39,,None,Small Pet Supplies,,,,,Kaytee,95620,,"rabbit,_guinea_pig,_chinchilla,_degu",,,None,,$14.12,,,,,,"Kaytee Timothy Hay Plus Variety Pack Small Animal Food, 50-oz bag",,,,3,100
,4.9,,,$7.99,,Large,Small Pet Supplies,,"18
________________________x_10
____________________________x_2.5inches",,,Kaytee,101494,,"rabbit,_ferret,_guinea_pig",,wood,13,,None,,,,,canada,Kaytee Tropical Fiddle Sticks Small Animal Flexible Hideout,,,,3,100
treats,4.6,,"adult,_all_stages",$3.19,,None,Small Pet Supplies,,,,,Oxbow,96107,,"rabbit,_guinea_pig,_hamster",,,None,,$7.56,,,,,united_states,"Oxbow Simple Rewards Oven Baked with Carrot & Dill Small Animal Treats, 2-oz bag",,,,3,100
,4.4,,,$54.36,,None,Small Pet Supplies,,"39.5
________________________x_23.75
____________________________x_19.75inches",,,MidWest,103809,,rabbit,,"plastic,_stainless_steel",None,,$79.36,,,,,,"MidWest Wabbitat Deluxe Rabbit Home, 39.5-inch",,,,3,86
pellets,4.7,,"adult,_all_stages",$11.19,,None,Small Pet Supplies,,,high-protein,,Marshall,95156,,ferret,,,None,,$13.99,,,,,united_states,"Marshall Select Chicken Formula Ferret Food, 4-lb bag",,,,3,100
treats,4.2,,all_stages,$2.29,,None,Small Pet Supplies,,,,,Vitakraft,96266,,guinea_pig,sunseed,,None,,$4.99,,,,,united_states,"Vitakraft Drops with Orange Guinea Pig Treats, 5.3-oz bag",,,,3,75
pellets,5,,baby,$17.84,,10-lb bag,Small Pet Supplies,,,,,Oxbow,95997,,guinea_pig,,,None,,$26.99,,,,,united_states,Oxbow Essentials Cavy Performance Young Guinea Pig Food,,,,3,100
,5,,,$2.99,,None,Small Pet Supplies,,"17
________________________x_4
____________________________x_2inches",,,Lixit,104073,,"rabbit,_guinea_pig,_hamster",,,None,,None,,,,,,"Lixit Bottle & Tube Cleaning Brush, 16-inch",,,,3,100
pellets,5,,baby,$27.19,,25-lb bag,Small Pet Supplies,,,,,Oxbow,95986,,rabbit,,,14,,$49.36,,,,,united_states,Oxbow Essentials Bunny Basics Young Rabbit Food,,,,3,100
pellets,4.8,,"adult,_all_stages",$4.79,,2.5-lb bag,Small Pet Supplies,,,,,Kaytee,95493,,"hamster,_gerbil",,,None,,$9.30,,,,,,Kaytee Fiesta Gourmet Variety Diet Hamster & Gerbil Food,,,,3,100
,4.4,,"adult,_all_stages",$6.79,,None,Small Pet Supplies,,,,,Oxbow,96023,,"rabbit,_guinea_pig,_chinchilla,_rat,_mouse,_degu,_hamster,_gerbil",,,None,,$8.99,tablet/capsule,,,,united_states,"Oxbow Natural Science Digestive Support Small Animal Supplement, 60 count",,,,3,86
treats,5,,"adult,_all_stages",$3.99,,None,Small Pet Supplies,,,,,Oxbow,96094,,"rabbit,_guinea_pig,_hamster",,,None,,$6.36,,,,,united_states,"Oxbow Simple Rewards Oven Baked Veggie Small Animal Treats, 2-oz bag",,,,3,100
,4.7,,"adult,_all_stages",$4.69,,None,Small Pet Supplies,,,,,Marshall,94920,,ferret,,,None,,$5.99,gel/lotion,,,,united_states,"Marshall Furo-Vite Highly Nutritious Vitamin Ferret Supplement, 3.5-oz tube",,,,3,100
treats,4,,"adult,_all_stages",$2.79,,None,Small Pet Supplies,,,,,Brown's,97072,,"rabbit,_guinea_pig,_hamster,_chinchilla,_mouse,_rat",tropical_carnival,,None,,$3.89,,,,,united_states,"Brown's Tropical Carnival Hoops & Honey Strawberry Flavor Small Animal Treats, 3-oz bag",,,,3,100
hay,4.6,,"adult,_all_stages",$2.94,,None,Small Pet Supplies,,,,,ZuPreem,100900,,"rabbit,_chinchilla,_guinea_pig",,,None,,$5.99,,,,,united_states,"ZuPreem Nature's Promise Western Timothy Hay Rabbit & Guinea Pig Food, 14-oz bag",,,,3,88
pellets,5,,all_stages,$9.34,,None,Small Pet Supplies,,,,,Vitakraft,96295,,guinea_pig,sunseed,,None,,$10.99,,,,,united_states,"Vitakraft VitaSmart Complete Nutrition Guinea Pig Food, 4-lb bag",,,,3,100
treats,5,,"adult,_all_stages",$3.24,,None,Small Pet Supplies,,,,,Brown's,97079,,"rabbit,_guinea_pig,_chinchilla,_hamster,_gerbil,_mouse,_rat",tropical_carnival,,None,,$5.09,,,,,united_states,"Brown's Tropical Carnival Mini Corn-on-the-Cob with Husks Small Animal Treats, 5.5-oz bag",,,,3,100
"treats,_freeze-dried",4.5,,"adult,_all_stages",$4.39,,None,Small Pet Supplies,,,,,Oxbow,96090,,"hamster,_guinea_pig,_rabbit",,,None,,$5.99,,,,,united_states,"Oxbow Simple Rewards Freeze-Dried Strawberry Small Animal Treats, .5-oz bag",,,,3,80
,3.2,,,$8.39,,None,Small Pet Supplies,,,,,Kaytee,101445,,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog",,glass,28,,$11.99,,,,,united_states,"Kaytee Chew-Proof Small Animal Water Bottle, 26-oz bottle",,,,4,56
pellets,4.3,,"adult,_all_stages",$6.39,,None,Small Pet Supplies,,,,,Kaytee,95604,,rabbit,,,None,,$11.04,,,,,,"Kaytee Timothy Complete Plus Flowers & Herbs Alfalfa Free Fiber Diet Rabbit Food, 4.5-lb bag",,,,3,83
treats,3.3,,"adult,_all_stages",$2.99,,None,Small Pet Supplies,,,gluten_free,,Brown's,96877,,"rat,_mouse,_gerbil,_hamster,_chinchilla,_guinea_pig,_rabbit",tropical_carnival,,None,,$5.87,,,,,united_states,"Brown's Tropical Carnival Baked Pretzel Sticks Small Animal Treats, 2-oz bag",,,,3,67
,4.3,,,$6.99,,None,Small Pet Supplies,,"11
________________________x_9
____________________________x_6inches",,,Prevue Pet Products,106103,,"chinchilla,_guinea_pig,_rabbit,_hamster,_gerbil,_mouse",,grass_/_hay,None,,$9.99,,,,,,"Prevue Pet Products Nature's Hideaway Grass Hut Small Animal Toy, Medium",,,,4,67
